Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Sort Number,Initial Supervision Status,Recidivism Supervision Status
2015,2018,White - Non-Hispanic,,25-34,D Felony,Public Order,Prostitution/Pimping,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,8JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,2JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,C Felony,Violent,Murder/Manslaughter,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,55 and Older,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,1JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,Special Sentence 2005,Violent,Sex,Parole Granted,3JD,No,Parole Granted,,,,,No,,,
2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,45-54,D Felony,Violent,Assault,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,45-54,D Felony,Public Order,OWI,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Public Order,Weapons,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Property,Burglary,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Murder/Manslaughter,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Hispanic,,55 and Older,D Felony,Violent,Sex,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,No,,,
2015,2018,White - Hispanic,,25-34,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,7JD,No,Paroled to Detainer - U.S. Marshall,,,,,No,,,
2015,2018,White - Non-Hispanic,,35-44,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,No,,,
2015,2018,American Indian or Alaska Native - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,35-44,B Felony,Other,Other Criminal,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2015,2018,American Indian or Alaska Native - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,7JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Hispanic,,Under 25,C Felony,Property,Burglary,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,35-44,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Robbery,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,C Felony,Violent,Other Violent,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,35-44,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,Black - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,B Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,American Indian or Alaska Native - Non-Hispanic,,45-54,B Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,Black - Non-Hispanic,,45-54,C Felony,Violent,Assault,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,35-44,D Felony,Property,Theft,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Paroled to Detainer - Out of State,7JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,45-54,C Felony,Violent,Sex,Released to Special Sentence,2JD,No,Released to Special Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole Granted,1JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Murder/Manslaughter,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,Yes,,,
2015,2018,White - Hispanic,,45-54,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,35-44,C Felony,Violent,Sex,Released to Special Sentence,7JD,No,Released to Special Sentence,,,,,No,,,
2015,2018,American Indian or Alaska Native - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Parole Granted,,,,,No,,,
2015,2018,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,6JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,,No,Released to Special Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,2JD,No,Released to Special Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Other Drug,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,No,,,
2015,2018,Black - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,55 and Older,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,45-54,C Felony,Violent,Sex,Released to Special Sentence,6JD,No,Released to Special Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,Under 25,D Felony,Public Order,Weapons,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,No,,,
2015,2018,White - Hispanic,,Under 25,D Felony,Drug,Trafficking,Paroled to Detainer - Out of State,7JD,No,Paroled to Detainer - Out of State,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,4JD,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,3JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,35-44,D Felony,Property,Burglary,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Burglary,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,6JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Hispanic,,25-34,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,1JD,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,45-54,B Felony,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,No,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Other,Other Criminal,Released to Special Sentence,4JD,No,Released to Special Sentence,,,,,Yes,,,
2015,2018,Asian or Pacific Islander - Hispanic,,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,No,Released to Special Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Robbery,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,7JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Other,Other Criminal,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,No,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Parole Granted,,,,,No,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,Under 25,C Felony,Other,Other Violent,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,C Felony,Violent,Robbery,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,35-44,C Felony,Property,Theft,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,35-44,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Burglary,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Violent,Robbery,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,7JD,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,Black - Non-Hispanic,,25-34,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,Asian or Pacific Islander - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Other Violent,Paroled to Detainer - INS,3JD,No,Paroled to Detainer - INS,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
2015,2018,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,5JD,No,Discharged - Expiration of Sentence,,,,,No,,,
2015,2018,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,Yes,,,
